entry_id,pdf_page,cet_level,canonical_word,word_form,display_form,member_kind,sense_number,source_family,normalization_rule,review_status,review_reason
3911-02,114,CET-4,recognize,recognise,recognise,canonical_variant,,recognize/Ｇise recognition,shared_suffix:-ise,spot_check,共享词尾替换；PDF 连字符/共享词尾字形已恢复
3911-03,114,CET-4,recognize,recognition,recognition,derived,,recognize/Ｇise recognition,literal,spot_check,PDF 连字符/共享词尾字形已恢复
3912-01,114,CET-4,recommend,recommend,recommend,canonical,,recommend recommendation,literal,clean,
3912-02,114,CET-4,recommend,recommendation,recommendation,derived,,recommend recommendation,literal,clean,
3913-01,114,CET-6,reconcile,reconcile,reconcile,canonical,,reconcile reconciliation reconciliatory,literal,clean,
3913-02,114,CET-6,reconcile,reconciliation,reconciliation,derived,,reconcile reconciliation reconciliatory,literal,clean,
3913-03,114,CET-6,reconcile,reconciliatory,reconciliatory,derived,,reconcile reconciliation reconciliatory,literal,clean,
3914-01,114,CET-4,record,record,record,canonical,,record recorder recording,literal,clean,
3914-02,114,CET-4,record,recorder,recorder,derived,,record recorder recording,literal,clean,
3914-03,114,CET-4,record,recording,recording,derived,,record recorder recording,literal,clean,
3915-01,114,CET-4,recover,recover,recover,canonical,,recover recovery,literal,clean,
3915-02,114,CET-4,recover,recovery,recovery,derived,,recover recovery,literal,clean,
3916-01,114,CET-4,recreation,recreation,recreation,canonical,,recreation recreational,literal,clean,
3916-02,114,CET-4,recreation,recreational,recreational,derived,,recreation recreational,literal,clean,
3917-01,114,CET-4,recruit,recruit,recruit,canonical,,recruit recruitment,literal,clean,
3917-02,114,CET-4,recruit,recruitment,recruitment,derived,,recruit recruitment,literal,clean,
3918-01,114,CET-6,rectify,rectify,rectify,canonical,,rectify rectification,literal,clean,
3918-02,114,CET-6,rectify,rectification,rectification,derived,,rectify rectification,literal,clean,
3919-01,114,CET-6,recur,recur,recur,canonical,,recur recurrence,literal,clean,
3919-02,114,CET-6,recur,recurrence,recurrence,derived,,recur recurrence,literal,clean,
3920-01,114,CET-4,recycle,recycle,recycle,canonical,,recycle recyclable,literal,clean,
3920-02,114,CET-4,recycle,recyclable,recyclable,derived,,recycle recyclable,literal,clean,
3921-01,114,CET-4,red,red,red,canonical,,red,literal,clean,
3922-01,114,CET-4,reduce,reduce,reduce,canonical,,reduce reduction,literal,clean,
3922-02,114,CET-4,reduce,reduction,reduction,derived,,reduce reduction,literal,clean,
3923-01,114,CET-6,redundant,redundant,redundant,canonical,,redundant redundancy,literal,clean,
3923-02,114,CET-6,redundant,redundancy,redundancy,derived,,redundant redundancy,literal,clean,
3924-01,114,CET-6,reel,reel,reel,canonical,,reel,literal,clean,
3925-01,114,CET-4,refer,refer,refer,canonical,,refer reference,literal,clean,
3925-02,114,CET-4,refer,reference,reference,derived,,refer reference,literal,clean,
3926-01,114,CET-6,referee,referee,referee,canonical,,referee,literal,clean,
3927-01,114,CET-6,referendum,referendum,referendum,canonical,,referendum,literal,clean,
3928-01,114,CET-4,refine,refine,refine,canonical,,refine refinery refinement,literal,clean,
3928-02,114,CET-4,refine,refinery,refinery,derived,,refine refinery refinement,literal,clean,
3928-03,114,CET-4,refine,refinement,refinement,derived,,refine refinery refinement,literal,clean,
3929-01,114,CET-4,reflect,reflect,reflect,canonical,,reflect reflection reflective,literal,clean,
3929-02,114,CET-4,reflect,reflection,reflection,derived,,reflect reflection reflective,literal,clean,
3929-03,114,CET-4,reflect,reflective,reflective,derived,,reflect reflection reflective,literal,clean,
3930-01,114,CET-4,reform,reform,reform,canonical,,reform reformation reformist,literal,clean,
3930-02,114,CET-4,reform,reformation,reformation,derived,,reform reformation reformist,literal,clean,
3930-03,114,CET-4,reform,reformist,reformist,derived,,reform reformation reformist,literal,clean,
3931-01,114,CET-4,refrain,refrain,refrain,canonical,,refrain,literal,clean,
3932-01,114,CET-4,refresh,refresh,refresh,canonical,,refresh,literal,clean,
3933-01,114,CET-4,refreshment,refreshment,refreshment,canonical,,refreshment,literal,clean,
3934-01,114,CET-4,refrigerator,refrigerator,refrigerator,canonical,,refrigerator/fridge refrigeration,literal,clean,
3934-02,114,CET-4,refrigerator,fridge,fridge,canonical_variant,,refrigerator/fridge refrigeration,slash_alternative:literal,spot_check,斜杠并列形式
3934-03,114,CET-4,refrigerator,refrigeration,refrigeration,derived,,refrigerator/fridge refrigeration,literal,clean,
3935-01,114,CET-6,refuge,refuge,refuge,canonical,,refuge refugee,literal,clean,
3935-02,114,CET-6,refuge,refugee,refugee,derived,,refuge refugee,literal,clean,
3936-01,114,CET-6,refund,refund,refund,canonical,,refund,literal,clean,
3937-01,114,CET-4,refuse,refuse,refuse,canonical,,refuse refusal,literal,clean,
3937-02,114,CET-4,refuse,refusal,refusal,derived,,refuse refusal,literal,clean,
3938-01,114,CET-6,refute,refute,refute,canonical,,refute refutation,literal,clean,
3938-02,114,CET-6,refute,refutation,refutation,derived,,refute refutation,literal,clean,
3939-01,114,CET-4,regard,regard,regard,canonical,,regard,literal,clean,
3940-01,114,CET-4,regarding,regarding,regarding,canonical,,regarding,literal,clean,
3941-01,114,CET-4,regardless,regardless,regardless,canonical,,regardless,literal,clean,
3942-01,114,CET-6,regime,regime,regime,canonical,,regime,literal,clean,
3943-01,114,CET-6,regiment,regiment,regiment,canonical,,regiment regimental,literal,clean,
3943-02,114,CET-6,regiment,regimental,regimental,derived,,regiment regimental,literal,clean,
3944-01,114,CET-4,region,region,region,canonical,,region regional,literal,clean,
3944-02,114,CET-4,region,regional,regional,derived,,region regional,literal,clean,
3945-01,114,CET-4,register,register,register,canonical,,register registration registrar,literal,clean,
3945-02,114,CET-4,register,registration,registration,derived,,register registration registrar,literal,clean,
3945-03,114,CET-4,register,registrar,registrar,derived,,register registration registrar,literal,clean,
3946-01,114,CET-4,regret,regret,regret,canonical,,regret regrettable regretful,literal,clean,
3946-02,114,CET-4,regret,regrettable,regrettable,derived,,regret regrettable regretful,literal,clean,
3946-03,114,CET-4,regret,regretful,regretful,derived,,regret regrettable regretful,literal,clean,
3947-01,114,CET-4,regular,regular,regular,canonical,,regular regularity,literal,clean,
3947-02,114,CET-4,regular,regularity,regularity,derived,,regular regularity,literal,clean,
3948-01,114,CET-4,regulate,regulate,regulate,canonical,,regulate regulation regulatory regulator,literal,clean,
3948-02,114,CET-4,regulate,regulation,regulation,derived,,regulate regulation regulatory regulator,literal,clean,
3948-03,114,CET-4,regulate,regulatory,regulatory,derived,,regulate regulation regulatory regulator,literal,clean,
3948-04,114,CET-4,regulate,regulator,regulator,derived,,regulate regulation regulatory regulator,literal,clean,
3949-01,115,CET-6,rehabilitate,rehabilitate,rehabilitate,canonical,,rehabilitate rehabilitation,literal,clean,
3949-02,115,CET-6,rehabilitate,rehabilitation,rehabilitation,derived,,rehabilitate rehabilitation,literal,clean,
3950-01,115,CET-6,rehearse,rehearse,rehearse,canonical,,rehearse rehearsal,literal,clean,
3950-02,115,CET-6,rehearse,rehearsal,rehearsal,derived,,rehearse rehearsal,literal,clean,
3951-01,115,CET-6,reign,reign,reign,canonical,,reign,literal,clean,
3952-01,115,CET-6,rein,rein,rein,canonical,,rein,literal,clean,
3953-01,115,CET-4,reinforce,reinforce,reinforce,canonical,,reinforce reinforcement,literal,clean,
3953-02,115,CET-4,reinforce,reinforcement,reinforcement,derived,,reinforce reinforcement,literal,clean,
3954-01,115,CET-4,reject,reject,reject,canonical,,reject rejection,literal,clean,
3954-02,115,CET-4,reject,rejection,rejection,derived,,reject rejection,literal,clean,
3955-01,115,CET-6,rejoice,rejoice,rejoice,canonical,,rejoice rejoicing,literal,clean,
3955-02,115,CET-6,rejoice,rejoicing,rejoicing,derived,,rejoice rejoicing,literal,clean,
3956-01,115,CET-4,relate,relate,relate,canonical,,relate relation relationship,literal,clean,
3956-02,115,CET-4,relate,relation,relation,derived,,relate relation relationship,literal,clean,
3956-03,115,CET-4,relate,relationship,relationship,derived,,relate relation relationship,literal,clean,
3957-01,115,CET-4,relative,relative,relative,canonical,,relative relativity,literal,clean,
3957-02,115,CET-4,relative,relativity,relativity,derived,,relative relativity,literal,clean,
3958-01,115,CET-4,relax,relax,relax,canonical,,relax relaxation,literal,clean,
3958-02,115,CET-4,relax,relaxation,relaxation,derived,,relax relaxation,literal,clean,
3959-01,115,CET-4,relay,relay,relay,canonical,,relay,literal,clean,
3960-01,115,CET-4,release,release,release,canonical,,release,literal,clean,
3961-01,115,CET-6,relentless,relentless,relentless,canonical,,relentless,literal,clean,
3962-01,115,CET-4,relevant,relevant,relevant,canonical,,relevant relevance,literal,clean,
3962-02,115,CET-4,relevant,relevance,relevance,derived,,relevant relevance,literal,clean,
3963-01,115,CET-6,relic,relic,relic,canonical,,relic,literal,clean,
3964-01,115,CET-4,relieve,relieve,relieve,canonical,,relieve relief,literal,clean,
3964-02,115,CET-4,relieve,relief,relief,derived,,relieve relief,literal,clean,
3965-01,115,CET-4,religion,religion,religion,canonical,,religion religious,literal,clean,
3965-02,115,CET-4,religion,religious,religious,derived,,religion religious,literal,clean,
3966-01,115,CET-6,relish,relish,relish,canonical,,relish,literal,clean,
3967-01,115,CET-4,reluctant,reluctant,reluctant,canonical,,reluctant reluctance,literal,clean,
3967-02,115,CET-4,reluctant,reluctance,reluctance,derived,,reluctant reluctance,literal,clean,
3968-01,115,CET-4,rely,rely,rely,canonical,,rely reliance reliable,literal,clean,
3968-02,115,CET-4,rely,reliance,reliance,derived,,rely reliance reliable,literal,clean,
3968-03,115,CET-4,rely,reliable,reliable,derived,,rely reliance reliable,literal,clean,
3969-01,115,CET-4,remain,remain,remain,canonical,,remain remainder,literal,clean,
3969-02,115,CET-4,remain,remainder,remainder,derived,,remain remainder,literal,clean,
3970-01,115,CET-4,remark,remark,remark,canonical,,remark remarkable,literal,clean,
3970-02,115,CET-4,remark,remarkable,remarkable,derived,,remark remarkable,literal,clean,
3971-01,115,CET-4,remedy,remedy,remedy,canonical,,remedy remedial,literal,clean,
3971-02,115,CET-4,remedy,remedial,remedial,derived,,remedy remedial,literal,clean,
3972-01,115,CET-4,remember,remember,remember,canonical,,remember remembrance,literal,clean,
3972-02,115,CET-4,remember,remembrance,remembrance,derived,,remember remembrance,literal,clean,
3973-01,115,CET-4,remind,remind,remind,canonical,,remind reminder,literal,clean,
3973-02,115,CET-4,remind,reminder,reminder,derived,,remind reminder,literal,clean,
3974-01,115,CET-6,reminiscent,reminiscent,reminiscent,canonical,,reminiscent reminiscence,literal,clean,
3974-02,115,CET-6,reminiscent,reminiscence,reminiscence,derived,,reminiscent reminiscence,literal,clean,
3975-01,115,CET-6,remnant,remnant,remnant,canonical,,remnant,literal,clean,
3976-01,115,CET-4,remote,remote,remote,canonical,,remote,literal,clean,
3977-01,115,CET-4,remove,remove,remove,canonical,,remove removal,literal,clean,
3977-02,115,CET-4,remove,removal,removal,derived,,remove removal,literal,clean,
3978-01,115,CET-6,renaissance,renaissance,renaissance,canonical,,renaissance,literal,clean,
3979-01,115,CET-4,render,render,render,canonical,,render rendering,literal,clean,
3979-02,115,CET-4,render,rendering,rendering,derived,,render rendering,literal,clean,
3980-01,115,CET-4,renew,renew,renew,canonical,,renew renewal renewable,literal,clean,
3980-02,115,CET-4,renew,renewal,renewal,derived,,renew renewal renewable,literal,clean,
3980-03,115,CET-4,renew,renewable,renewable,derived,,renew renewal renewable,literal,clean,
3981-01,115,CET-4,renovate,renovate,renovate,canonical,,renovate renovation,literal,clean,
3981-02,115,CET-4,renovate,renovation,renovation,derived,,renovate renovation,literal,clean,
3982-01,115,CET-6,renown,renown,renown,canonical,,renown renowned,literal,clean,
3982-02,115,CET-6,renown,renowned,renowned,derived,,renown renowned,literal,clean,
3983-01,115,CET-4,rent,rent,rent,canonical,,rent rental,literal,clean,
3983-02,115,CET-4,rent,rental,rental,derived,,rent rental,literal,clean,
3984-01,115,CET-4,repair,repair,repair,canonical,,repair reparable,literal,clean,
3984-02,115,CET-4,repair,reparable,reparable,derived,,repair reparable,literal,clean,
3985-01,115,CET-4,repay,repay,repay,canonical,,repay repayment,literal,clean,
3985-02,115,CET-4,repay,repayment,repayment,derived,,repay repayment,literal,clean,
3986-01,115,CET-4,repeat,repeat,repeat,canonical,,repeat repetition repetitive repeatedly,literal,clean,
3986-02,115,CET-4,repeat,repetition,repetition,derived,,repeat repetition repetitive repeatedly,literal,clean,
3986-03,115,CET-4,repeat,repetitive,repetitive,derived,,repeat repetition repetitive repeatedly,literal,clean,
3986-04,115,CET-4,repeat,repeatedly,repeatedly,derived,,repeat repetition repetitive repeatedly,literal,clean,
3987-01,115,CET-6,repel,repel,repel,canonical,,repel,literal,clean,
3988-01,115,CET-6,repertoire,repertoire,repertoire,canonical,,repertoire,literal,clean,
3989-01,115,CET-4,replace,replace,replace,canonical,,replace replacement,literal,clean,
3989-02,115,CET-4,replace,replacement,replacement,derived,,replace replacement,literal,clean,
3990-01,115,CET-4,reply,reply,reply,canonical,,reply,literal,clean,
3991-01,116,CET-4,report,report,report,canonical,,report reporter,literal,clean,
3991-02,116,CET-4,report,reporter,reporter,derived,,report reporter,literal,clean,
3992-01,116,CET-4,represent,represent,represent,canonical,,represent representation representative,literal,clean,
3992-02,116,CET-4,represent,representation,representation,derived,,represent representation representative,literal,clean,
3992-03,116,CET-4,represent,representative,representative,derived,,represent representation representative,literal,clean,
3993-01,116,CET-6,repress,repress,repress,canonical,,repress repression repressive,literal,clean,
3993-02,116,CET-6,repress,repression,repression,derived,,repress repression repressive,literal,clean,
3993-03,116,CET-6,repress,repressive,repressive,derived,,repress repression repressive,literal,clean,
3994-01,116,CET-6,reproach,reproach,reproach,canonical,,reproach,literal,clean,
3995-01,116,CET-4,reproduce,reproduce,reproduce,canonical,,reproduce reproduction reproductive,literal,clean,
3995-02,116,CET-4,reproduce,reproduction,reproduction,derived,,reproduce reproduction reproductive,literal,clean,
3995-03,116,CET-4,reproduce,reproductive,reproductive,derived,,reproduce reproduction reproductive,literal,clean,
3996-01,116,CET-4,republic,republic,republic,canonical,,republic republican,literal,clean,
3996-02,116,CET-4,republic,republican,republican,derived,,republic republican,literal,clean,
3997-01,116,CET-4,reputation,reputation,reputation,canonical,,reputation,literal,clean,
3998-01,116,CET-6,repute,repute,repute,canonical,,repute reputable,literal,clean,
3998-02,116,CET-6,repute,reputable,reputable,derived,,repute reputable,literal,clean,
3999-01,116,CET-4,request,request,request,canonical,,request,literal,clean,
4000-01,116,CET-4,require,require,require,canonical,,require requirement,literal,clean,
4000-02,116,CET-4,require,requirement,requirement,derived,,require requirement,literal,clean,
4001-01,116,CET-4,rescue,rescue,rescue,canonical,,rescue,literal,clean,
4002-01,116,CET-4,research,research,research,canonical,,research researcher,literal,clean,
4002-02,116,CET-4,research,researcher,researcher,derived,,research researcher,literal,clean,
4003-01,116,CET-4,resemble,resemble,resemble,canonical,,resemble resemblance,literal,clean,
4003-02,116,CET-4,resemble,resemblance,resemblance,derived,,resemble resemblance,literal,clean,
4004-01,116,CET-4,resent,resent,resent,canonical,,resent resentment,literal,clean,
4004-02,116,CET-4,resent,resentment,resentment,derived,,resent resentment,literal,clean,
4005-01,116,CET-4,reserve,reserve,reserve,canonical,,reserve reservation reserved,literal,clean,
4005-02,116,CET-4,reserve,reservation,reservation,derived,,reserve reservation reserved,literal,clean,
4005-03,116,CET-4,reserve,reserved,reserved,derived,,reserve reservation reserved,literal,clean,
4006-01,116,CET-6,reservoir,reservoir,reservoir,canonical,,reservoir,literal,clean,
4007-01,116,CET-6,reshuffle,reshuffle,reshuffle,canonical,,reshuffle,literal,clean,
4008-01,116,CET-4,reside,reside,reside,canonical,,reside residence resident residential,literal,clean,
4008-02,116,CET-4,reside,residence,residence,derived,,reside residence resident residential,literal,clean,
4008-03,116,CET-4,reside,resident,resident,derived,,reside residence resident residential,literal,clean,
4008-04,116,CET-4,reside,residential,residential,derived,,reside residence resident residential,literal,clean,
4009-01,116,CET-4,resign,resign,resign,canonical,,resign resignation,literal,clean,
4009-02,116,CET-4,resign,resignation,resignation,derived,,resign resignation,literal,clean,
4010-01,116,CET-4,resist,resist,resist,canonical,,resist resistance resistant,literal,clean,
4010-02,116,CET-4,resist,resistance,resistance,derived,,resist resistance resistant,literal,clean,
4010-03,116,CET-4,resist,resistant,resistant,derived,,resist resistance resistant,literal,clean,
4011-01,116,CET-4,resolve,resolve,resolve,canonical,,resolve resolution resolute,literal,clean,
4011-02,116,CET-4,resolve,resolution,resolution,derived,,resolve resolution resolute,literal,clean,
4011-03,116,CET-4,resolve,resolute,resolute,derived,,resolve resolution resolute,literal,clean,
4012-01,116,CET-4,resort,resort,resort,canonical,1,resort１,literal,spot_check,同形异义编号已移至 sense_number
4013-01,116,CET-4,resort,resort,resort,canonical,2,resort２,literal,spot_check,同形异义编号已移至 sense_number
4014-01,116,CET-4,resource,resource,resource,canonical,,resource resourceful,literal,clean,
4014-02,116,CET-4,resource,resourceful,resourceful,derived,,resource resourceful,literal,clean,
4015-01,116,CET-4,respect,respect,respect,canonical,,respect respectable respectful,literal,clean,
4015-02,116,CET-4,respect,respectable,respectable,derived,,respect respectable respectful,literal,clean,
4015-03,116,CET-4,respect,respectful,respectful,derived,,respect respectable respectful,literal,clean,
4016-01,116,CET-4,respective,respective,respective,canonical,,respective respectively,literal,clean,
4016-02,116,CET-4,respective,respectively,respectively,derived,,respective respectively,literal,clean,
4017-01,116,CET-4,respond,respond,respond,canonical,,respond response responsive respondent,literal,clean,
4017-02,116,CET-4,respond,response,response,derived,,respond response responsive respondent,literal,clean,
4017-03,116,CET-4,respond,responsive,responsive,derived,,respond response responsive respondent,literal,clean,
4017-04,116,CET-4,respond,respondent,respondent,derived,,respond response responsive respondent,literal,clean,
4018-01,116,CET-4,responsible,responsible,responsible,canonical,,responsible responsibility,literal,clean,
4018-02,116,CET-4,responsible,responsibility,responsibility,derived,,responsible responsibility,literal,clean,
4019-01,116,CET-4,rest,rest,rest,canonical,1,rest１,literal,spot_check,同形异义编号已移至 sense_number
4020-01,116,CET-4,rest,rest,rest,canonical,2,rest２,literal,spot_check,同形异义编号已移至 sense_number
4021-01,116,CET-4,restaurant,restaurant,restaurant,canonical,,restaurant,literal,clean,
4022-01,116,CET-6,restless,restless,restless,canonical,,restless,literal,clean,
4023-01,116,CET-4,restore,restore,restore,canonical,,restore restoration,literal,clean,
4023-02,116,CET-4,restore,restoration,restoration,derived,,restore restoration,literal,clean,
4024-01,116,CET-4,restrain,restrain,restrain,canonical,,restrain restraint,literal,clean,
4024-02,116,CET-4,restrain,restraint,restraint,derived,,restrain restraint,literal,clean,
4025-01,116,CET-4,restrict,restrict,restrict,canonical,,restrict restriction restrictive,literal,clean,
4025-02,116,CET-4,restrict,restriction,restriction,derived,,restrict restriction restrictive,literal,clean,
4025-03,116,CET-4,restrict,restrictive,restrictive,derived,,restrict restriction restrictive,literal,clean,
4026-01,116,CET-4,result,result,result,canonical,,result resultant,literal,clean,
4026-02,116,CET-4,result,resultant,resultant,derived,,result resultant,literal,clean,
4027-01,116,CET-4,resume,resume,resume,canonical,,resume resumption,literal,clean,
4027-02,116,CET-4,resume,resumption,resumption,derived,,resume resumption,literal,clean,
4028-01,116,CET-4,résumé,résumé,résumé,canonical,,résumé,literal,clean,
4029-01,116,CET-4,retail,retail,retail,canonical,,retail retailer,literal,clean,
4029-02,116,CET-4,retail,retailer,retailer,derived,,retail retailer,literal,clean,
4030-01,116,CET-4,retain,retain,retain,canonical,,retain retention,literal,clean,
4030-02,116,CET-4,retain,retention,retention,derived,,retain retention,literal,clean,
4031-01,116,CET-6,retaliate,retaliate,retaliate,canonical,,retaliate retaliation,literal,clean,
4031-02,116,CET-6,retaliate,retaliation,retaliation,derived,,retaliate retaliation,literal,clean,
4032-01,116,CET-6,retarded,retarded,retarded,canonical,,retarded,literal,clean,
4033-01,117,CET-4,retell,retell,retell,canonical,,retell retelling,literal,clean,
4033-02,117,CET-4,retell,retelling,retelling,derived,,retell retelling,literal,clean,
4034-01,117,CET-4,retire,retire,retire,canonical,,retire retirement retired,literal,clean,
4034-02,117,CET-4,retire,retirement,retirement,derived,,retire retirement retired,literal,clean,
4034-03,117,CET-4,retire,retired,retired,derived,,retire retirement retired,literal,clean,
4035-01,117,CET-6,retort,retort,retort,canonical,,retort,literal,clean,
4036-01,117,CET-4,retreat,retreat,retreat,canonical,,retreat,literal,clean,
4037-01,117,CET-6,retrieve,retrieve,retrieve,canonical,,retrieve retrieval,literal,clean,
4037-02,117,CET-6,retrieve,retrieval,retrieval,derived,,retrieve retrieval,literal,clean,
4038-01,117,CET-6,retrospect,retrospect,retrospect,canonical,,retrospect retrospective,literal,clean,
4038-02,117,CET-6,retrospect,retrospective,retrospective,derived,,retrospect retrospective,literal,clean,
4039-01,117,CET-4,return,return,return,canonical,,return,literal,clean,
4040-01,117,CET-4,reunite,reunite,reunite,canonical,,reunite reunification reunion,literal,clean,
4040-02,117,CET-4,reunite,reunification,reunification,derived,,reunite reunification reunion,literal,clean,
4040-03,117,CET-4,reunite,reunion,reunion,derived,,reunite reunification reunion,literal,clean,
4041-01,117,CET-4,reveal,reveal,reveal,canonical,,reveal revelation,literal,clean,
4041-02,117,CET-4,reveal,revelation,revelation,derived,,reveal revelation,literal,clean,
4042-01,117,CET-6,revenge,revenge,revenge,canonical,,revenge revengeful,literal,clean,
4042-02,117,CET-6,revenge,revengeful,revengeful,derived,,revenge revengeful,literal,clean,
4043-01,117,CET-4,revenue,revenue,revenue,canonical,,revenue,literal,clean,
4044-01,117,CET-4,reverse,reverse,reverse,canonical,,reverse reversal reversible,literal,clean,
4044-02,117,CET-4,reverse,reversal,reversal,derived,,reverse reversal reversible,literal,clean,
4044-03,117,CET-4,reverse,reversible,reversible,derived,,reverse reversal reversible,literal,clean,
4045-01,117,CET-4,review,review,review,canonical,,review reviewer,literal,clean,
4045-02,117,CET-4,review,reviewer,reviewer,derived,,review reviewer,literal,clean,
4046-01,117,CET-4,revise,revise,revise,canonical,,revise revision,literal,clean,
4046-02,117,CET-4,revise,revision,revision,derived,,revise revision,literal,clean,
4047-01,117,CET-6,revive,revive,revive,canonical,,revive revival,literal,clean,
4047-02,117,CET-6,revive,revival,revival,derived,,revive revival,literal,clean,
4048-01,117,CET-6,revolt,revolt,revolt,canonical,,revolt,literal,clean,
4049-01,117,CET-4,revolution,revolution,revolution,canonical,,revolution revolutionary,literal,clean,
4049-02,117,CET-4,revolution,revolutionary,revolutionary,derived,,revolution revolutionary,literal,clean,
4050-01,117,CET-4,revolve,revolve,revolve,canonical,,revolve,literal,clean,
4051-01,117,CET-4,reward,reward,reward,canonical,,reward rewarding,literal,clean,
4051-02,117,CET-4,reward,rewarding,rewarding,derived,,reward rewarding,literal,clean,
4052-01,117,CET-6,rhetoric,rhetoric,rhetoric,canonical,,rhetoric rhetorical,literal,clean,
4052-02,117,CET-6,rhetoric,rhetorical,rhetorical,derived,,rhetoric rhetorical,literal,clean,
4053-01,117,CET-4,rhythm,rhythm,rhythm,canonical,,rhythm rhythmic,literal,clean,
4053-02,117,CET-4,rhythm,rhythmic,rhythmic,derived,,rhythm rhythmic,literal,clean,
4054-01,117,CET-4,rib,rib,rib,canonical,,rib,literal,clean,
4055-01,117,CET-4,ribbon,ribbon,ribbon,canonical,,ribbon,literal,clean,
4056-01,117,CET-4,rice,rice,rice,canonical,,rice,literal,clean,
4057-01,117,CET-4,rich,rich,rich,canonical,,rich,literal,clean,
4058-01,117,CET-4,rid,rid,rid,canonical,,rid,literal,clean,
4059-01,117,CET-4,riddle,riddle,riddle,canonical,,riddle,literal,clean,
4060-01,117,CET-4,ride,ride,ride,canonical,,ride rider,literal,clean,
4060-02,117,CET-4,ride,rider,rider,derived,,ride rider,literal,clean,
4061-01,117,CET-6,ridge,ridge,ridge,canonical,,ridge,literal,clean,
4062-01,117,CET-4,ridicule,ridicule,ridicule,canonical,,ridicule ridiculous,literal,clean,
4062-02,117,CET-4,ridicule,ridiculous,ridiculous,derived,,ridicule ridiculous,literal,clean,
4063-01,117,CET-4,rifle,rifle,rifle,canonical,,rifle,literal,clean,
4064-01,117,CET-6,rig,rig,rig,canonical,,rig,literal,clean,
4065-01,117,CET-4,right,right,right,canonical,,right,literal,clean,
4066-01,117,CET-6,rigid,rigid,rigid,canonical,,rigid rigidity,literal,clean,
4066-02,117,CET-6,rigid,rigidity,rigidity,derived,,rigid rigidity,literal,clean,
4067-01,117,CET-6,rigor,rigor,rigor,canonical,,rigo(u)r rigorous,optional_omitted,spot_check,括号可选拼写
4067-02,117,CET-6,rigor,rigour,rigour,canonical_variant,,rigo(u)r rigorous,optional_included,spot_check,括号可选拼写
4067-03,117,CET-6,rigor,rigorous,rigorous,derived,,rigo(u)r rigorous,literal,clean,
4068-01,117,CET-6,rim,rim,rim,canonical,,rim,literal,clean,
4069-01,117,CET-4,ring,ring,ring,canonical,,ring,literal,clean,
4070-01,117,CET-4,riot,riot,riot,canonical,,riot riotous,literal,clean,
4070-02,117,CET-4,riot,riotous,riotous,derived,,riot riotous,literal,clean,
4071-01,117,CET-4,rip,rip,rip,canonical,,rip,literal,clean,
4072-01,117,CET-4,ripe,ripe,ripe,canonical,,ripe ripen,literal,clean,
4072-02,117,CET-4,ripe,ripen,ripen,derived,,ripe ripen,literal,clean,
4073-01,117,CET-4,rise,rise,rise,canonical,,rise,literal,clean,
4074-01,117,CET-4,risk,risk,risk,canonical,,risk risky,literal,clean,
4074-02,117,CET-4,risk,risky,risky,derived,,risk risky,literal,clean,
4075-01,118,CET-6,ritual,ritual,ritual,canonical,,ritual,literal,clean,
4076-01,118,CET-4,rival,rival,rival,canonical,,rival rivalry,literal,clean,
4076-02,118,CET-4,rival,rivalry,rivalry,derived,,rival rivalry,literal,clean,
4077-01,118,CET-4,river,river,river,canonical,,river,literal,clean,
4078-01,118,CET-4,road,road,road,canonical,,road,literal,clean,
4079-01,118,CET-4,roar,roar,roar,canonical,,roar,literal,clean,
4080-01,118,CET-4,roast,roast,roast,canonical,,roast,literal,clean,
4081-01,118,CET-4,rob,rob,rob,canonical,,rob robbery,literal,clean,
4081-02,118,CET-4,rob,robbery,robbery,derived,,rob robbery,literal,clean,
4082-01,118,CET-4,robot,robot,robot,canonical,,robot robotic,literal,clean,
4082-02,118,CET-4,robot,robotic,robotic,derived,,robot robotic,literal,clean,
4083-01,118,CET-6,robust,robust,robust,canonical,,robust,literal,clean,
4084-01,118,CET-4,rock,rock,rock,canonical,,rock rocky,literal,clean,
4084-02,118,CET-4,rock,rocky,rocky,derived,,rock rocky,literal,clean,
4085-01,118,CET-4,rocket,rocket,rocket,canonical,,rocket,literal,clean,
4086-01,118,CET-4,rod,rod,rod,canonical,,rod,literal,clean,
4087-01,118,CET-4,role,role,role,canonical,,role,literal,clean,
4088-01,118,CET-4,roll,roll,roll,canonical,,roll roller,literal,clean,
4088-02,118,CET-4,roll,roller,roller,derived,,roll roller,literal,clean,
4089-01,118,CET-4,romance,romance,romance,canonical,,romance romantic,literal,clean,
4089-02,118,CET-4,romance,romantic,romantic,derived,,romance romantic,literal,clean,
4090-01,118,CET-4,roof,roof,roof,canonical,,roof,literal,clean,
4091-01,118,CET-4,room,room,room,canonical,,room,literal,clean,
4092-01,118,CET-4,root,root,root,canonical,,root,literal,clean,
4093-01,118,CET-4,rope,rope,rope,canonical,,rope,literal,clean,
4094-01,118,CET-4,rose,rose,rose,canonical,,rose rosy,literal,clean,
4094-02,118,CET-4,rose,rosy,rosy,derived,,rose rosy,literal,clean,
4095-01,118,CET-6,rot,rot,rot,canonical,,rot rotten,literal,clean,
4095-02,118,CET-6,rot,rotten,rotten,derived,,rot rotten,literal,clean,
4096-01,118,CET-6,rotate,rotate,rotate,canonical,,rotate rotation,literal,clean,
